filename,emr_dissim,mse_rgb,max_p99,mse_red,mse_hsv_V,mse_hsv_H,Presence
B22-101_0/00180.png,0.31199932,0.002790818,0.038446747,0.0039831325,0.001759299,0.00055759615,-1
B22-101_0/00201.png,0.43232983,0.0025549,0.025851592,0.0035580087,0.0016412872,0.003010558,1
B22-101_0/00201_Aug1.png,0.43228084,0.0024459888,0.025851592,0.0035372907,0.001474998,0.0018984985,1
B22-101_0/00201_Aug2.png,0.43817067,0.0028360093,0.02977316,0.0039744307,0.0017318889,0.0034926855,1
B22-101_0/00201_Aug3.png,0.44182324,0.0024894911,0.025851592,0.0036266248,0.0014250886,0.0015448831,1
B22-101_0/00201_Aug4.png,0.432127,0.0026397558,0.028435213,0.0036739213,0.0016396836,0.0034348983,1
B22-101_0/00201_Aug5.png,0.44541568,0.0024088311,0.024605919,0.0034273998,0.0014217691,0.0016852454,1
B22-101_0/00201_Aug6.png,0.43809754,0.0028067857,0.031141864,0.0038164835,0.001784798,0.0033915066,1
B22-101_0/00201_Aug7.png,0.4449827,0.0023864463,0.024605919,0.0033842889,0.0014220423,0.0018014902,1
B22-101_0/00201_Aug8.png,0.4384851,0.0027193008,0.032541327,0.0036168492,0.001744133,0.0035405324,1
B22-101_0/00280.png,0.58206093,0.002993074,0.025851592,0.0040239976,0.0021084587,0.00090834434,-1
B22-101_0/00415.png,0.448942,0.001871218,0.017777776,0.0027209101,0.0011565711,0.00041844178,-1
B22-102_0/01468.png,0.3690189,0.0018458096,0.021053439,0.00257503,0.0011779072,0.0010195735,1
B22-102_0/01468_Aug1.png,0.35826337,0.0016304672,0.017777776,0.0023152318,0.0010256179,0.00086514547,1
B22-102_0/01468_Aug2.png,0.35655236,0.0015365904,0.015747787,0.0021143067,0.0010162174,0.00084603904,1
B22-102_0/01468_Aug3.png,0.36000675,0.0016555128,0.016747402,0.0023588731,0.0010453976,0.0007791707,1
B22-102_0/01468_Aug4.png,0.35870314,0.0016020002,0.016747402,0.0022333316,0.0010585524,0.00078766124,1
B22-102_0/01468_Aug5.png,0.35929257,0.0015865675,0.015747787,0.0022692508,0.0010001523,0.0005502528,1
B22-102_0/01468_Aug6.png,0.36369926,0.0017360775,0.016747402,0.002430901,0.0012076162,0.0005883788,1
B22-102_0/01468_Aug7.png,0.36461997,0.0015989929,0.015747787,0.0022951271,0.0010158047,0.0005318013,1
B22-102_0/01468_Aug8.png,0.3666281,0.0016770208,0.016747402,0.0024003102,0.0010764685,0.0005486638,1
B22-102_0/03685.png,0.20414656,0.0034752423,0.064975,0.0029201203,0.0033454641,0.0116763795,1
B22-102_0/03685_Aug1.png,0.23169518,0.0043802205,0.05911572,0.00337052,0.0052933036,0.01414378,1
B22-102_0/03685_Aug2.png,0.1832915,0.003049975,0.05536333,0.0031221055,0.0025909257,0.010226308,1
B22-102_0/03685_Aug3.png,0.2514766,0.004542228,0.05722414,0.0041196486,0.005054776,0.016236806,1
B22-102_0/03685_Aug4.png,0.15749454,0.002453754,0.049965393,0.0022374953,0.0022794483,0.008654047,1
B22-102_0/03685_Aug5.png,0.272959,0.0049077272,0.061038055,0.0040778536,0.005408806,0.017186765,1
B22-102_0/03685_Aug6.png,0.13985628,0.0024688554,0.05353325,0.0017385358,0.0026476043,0.0078110048,1
B22-102_0/03685_Aug7.png,0.32480216,0.005294422,0.059115734,0.005603718,0.005261424,0.01856764,1
B22-102_0/03685_Aug8.png,0.1280306,0.002049715,0.044844285,0.0014283636,0.0022096303,0.007577539,1
B22-102_0/03798.png,0.5013478,0.0032396924,0.031141864,0.0046800748,0.0020219604,0.0009920793,-1
B22-102_0/03838.png,0.24317902,0.001186047,0.01477893,0.0017641394,0.00067989546,0.0004913087,-1
B22-103_0/02201.png,0.18478912,0.0016917508,0.024605919,0.0026286722,0.0008505385,0.00045809572,1
B22-103_0/02201_Aug1.png,0.1868313,0.0017932034,0.027128024,0.0028238685,0.0008787961,0.00041941786,1
B22-103_0/02201_Aug2.png,0.16820008,0.0015695784,0.022206841,0.0023257732,0.0008720682,0.0005105885,1
B22-103_0/02201_Aug3.png,0.17419386,0.0013375498,0.018838907,0.0021177793,0.00067551644,0.00029753346,1
B22-103_0/02201_Aug4.png,0.16534281,0.0014311332,0.021053439,0.002125226,0.0008003337,0.0005074914,1
B22-103_0/02201_Aug5.png,0.18123585,0.0012815878,0.016747402,0.0020334926,0.00064451667,0.00029629134,1
B22-103_0/02201_Aug6.png,0.15959364,0.0013187664,0.021053439,0.0019217674,0.00075135584,0.00047868252,1
B22-103_0/02201_Aug7.png,0.18089312,0.00127278,0.016747402,0.0020063259,0.00064861076,0.00029118237,1
B22-103_0/02201_Aug8.png,0.16201013,0.0012727844,0.018838907,0.0018521331,0.0007405535,0.000508133,1
B22-103_0/02245.png,0.2509883,0.0030039402,0.03543252,0.0028289952,0.0033136911,0.005506656,1
B22-103_0/02245_Aug1.png,0.24712086,0.0025319292,0.036924254,0.0029489305,0.0017824275,0.005511759,1
B22-103_0/02245_Aug2.png,0.24848181,0.002581061,0.038446747,0.0028540147,0.001898471,0.0054658325,1
B22-103_0/02245_Aug3.png,0.24623185,0.0024039026,0.033971544,0.0028280462,0.0016847823,0.005744744,1
B22-103_0/02245_Aug4.png,0.2728693,0.0029016286,0.041584,0.0035031636,0.0019684033,0.0056721135,1
B22-103_0/02245_Aug5.png,0.23486423,0.0023614476,0.03543252,0.0025588337,0.001757928,0.0058337073,1
B22-103_0/02245_Aug6.png,0.25375867,0.0025756762,0.038446747,0.0027206992,0.0019519749,0.005730093,1
B22-103_0/02245_Aug7.png,0.23225874,0.0023236617,0.03543252,0.0024614981,0.001787171,0.0062435325,1
B22-103_0/02245_Aug8.png,0.23907036,0.0023531877,0.033971544,0.0026105163,0.0017271505,0.005667159,1
B22-103_0/02790.png,0.23618084,0.0013288188,0.012933485,0.001986192,0.00078922673,0.00035196706,-1
B22-104_0/00398.png,0.1040923,0.00068278465,0.010396,0.0010722071,0.0003225202,0.00015244843,-1
B22-104_0/00438.png,0.15191382,0.0010044463,0.015747787,0.0016298217,0.00049823546,0.00026890816,-1
B22-104_0/00553.png,0.31341553,0.002647537,0.02977316,0.004482804,0.0011035439,0.00037254012,-1
B22-104_0/00555.png,0.32170892,0.0016736862,0.01477893,0.0026126262,0.00093727256,0.0003258138,-1
B22-104_0/00557.png,0.2495206,0.0017265755,0.017777776,0.0025546807,0.0012748893,0.00030602017,-1
B22-114_0/00012.png,0.19425303,0.0013267159,0.016747411,0.0020198766,0.00079426676,0.0015375382,-1
B22-114_0/00054.png,0.42933404,0.0030925323,0.032541327,0.0043178806,0.0019453396,0.0043621897,1
B22-114_0/00054_Aug1.png,0.4621569,0.0034591842,0.03543252,0.004865447,0.0021751027,0.0047291946,1
B22-114_0/00054_Aug2.png,0.41175777,0.00280093,0.028435213,0.0037018564,0.001889691,0.004009993,1
B22-114_0/00054_Aug3.png,0.47432488,0.0035161425,0.03543252,0.0048676496,0.0022649183,0.005196309,1
B22-114_0/00054_Aug4.png,0.38994533,0.002733075,0.02977316,0.003800193,0.0017670209,0.003341753,1
B22-114_0/00054_Aug5.png,0.4828924,0.0034110171,0.036924254,0.004646478,0.002262912,0.0055327266,1
B22-114_0/00054_Aug6.png,0.3607989,0.0024519025,0.025851592,0.0033840446,0.0016264988,0.0032991848,1
B22-114_0/00054_Aug7.png,0.4884044,0.003742161,0.038446747,0.005153386,0.0024390337,0.0055611497,1
B22-114_0/00054_Aug8.png,0.3309018,0.0022037004,0.024605919,0.0030208437,0.0014702195,0.0030726905,1
B22-114_0/00080.png,0.50555634,0.006212422,0.12456748,0.0056602275,0.004023807,0.02285529,1
B22-114_0/00080_Aug1.png,0.52954996,0.0070410892,0.12456748,0.007103999,0.004328262,0.02544676,1
B22-114_0/00080_Aug2.png,0.4724083,0.0052695335,0.09356402,0.0053778603,0.0032921673,0.018768374,1
B22-114_0/00080_Aug3.png,0.54186714,0.00736919,0.13016532,0.0071577397,0.004521205,0.029138736,1
B22-114_0/00080_Aug4.png,0.44623548,0.00470543,0.0819531,0.0047650156,0.0029540807,0.0155135505,1
B22-114_0/00080_Aug5.png,0.55118895,0.007995185,0.14173011,0.0076962076,0.004822393,0.03332306,1
B22-114_0/00080_Aug6.png,0.4161443,0.003995216,0.071111105,0.0038783276,0.0026561315,0.013093213,1
B22-114_0/00080_Aug7.png,0.55668104,0.008524046,0.1446982,0.008004631,0.0051349676,0.038060825,1
B22-114_0/00080_Aug8.png,0.3945759,0.0038225781,0.062991165,0.004034998,0.0024367932,0.01163655,1
B22-114_0/00112.png,0.30783868,0.0066951253,0.14769705,0.005762375,0.004764387,0.01838762,1
B22-114_0/00112_Aug1.png,0.36760658,0.0074844607,0.1446982,0.0070828297,0.0051185833,0.019843744,1
B22-114_0/00112_Aug2.png,0.331523,0.006937077,0.1358862,0.006580673,0.0046622828,0.018968735,1
